Name,Position,Age,OVR,Speed,Fatigue,PassAccuracy,Acceleration,Strength,Reactions
Severin Nioule,LW,19,60,88,60,46,85,49,55
Tom Nixon,RB,21,60,64,70,54,67,64,58
Runar Norheim,LB,19,60,65,54,60,70,51,50
Jahce Tyler Novello,ST,20,60,76,57,55,72,69,55
Frédéric Nsabiyumva,CB,29,60,55,67,41,60,83,60
Patrick Nuamah,CM,18,60,79,56,66,79,63,59
Franklin Nyenetue,LW,23,60,83,56,51,85,60,51
John O'Sullivan,RM,30,60,67,63,58,66,66,58
Timon Obermeier,CB,21,60,64,65,49,66,74,49
Nikolay Obolskiy,ST,27,60,61,58,53,68,66,53
Jonas Oehmichen,CAM,20,60,67,55,65,69,44,57
Isaac Ogundere,RB,21,60,80,67,54,79,55,53
Mazeed Ogungbo,LB,21,60,71,66,52,70,77,57
Oh In Pyo,RM,27,60,65,69,55,68,57,57
Nicolas-Bernd Oliveira,LB,20,60,79,64,57,69,65,58
Giacomo Olzer,CAM,23,60,62,52,60,64,72,62
Leon Opitz,LM,19,60,62,58,55,73,58,56
Nils Ortel,LB,20,60,67,63,54,68,61,52
Fynn Otto,CB,22,60,53,54,57,55,72,50
Mohamed Ouédraogo,LB,21,60,69,55,63,62,63,54
Mansour Ouro-Tagba,ST,19,60,82,59,55,79,72,67
Ignacio Pacheco,CDM,20,60,59,68,65,58,64,56
Édgar Páez,ST,17,60,78,66,50,78,46,52
Yaw Paintsil,LB,25,60,83,50,52,87,65,50
Kamil Pajnowski,CB,26,60,58,65,49,57,74,63
Ash Palmer,CB,31,60,49,70,44,45,77,57
Seb Palmer-Houlden,ST,20,60,73,63,54,75,64,60
Kevor Palumets,CM,21,60,67,70,63,63,68,57
Mats Pannewig,CM,20,60,42,65,66,55,72,52
Park Dae Won,CB,26,60,69,68,57,69,63,67
Park Sang Hyuk,ST,22,60,63,58,54,67,70,53
Park Jin Seong,LB,23,60,71,73,34,74,69,56
Felix Paschke,CM,21,60,59,67,63,66,56,59
Alem Pasic,CB,27,60,63,64,39,63,71,50
Sebastian Pasquali,CM,24,60,45,55,64,59,57,52
Michael Pavlović,LB,23,60,70,64,58,72,55,53
Luca Pazourek,RB,19,60,72,61,56,70,60,49
Mateo Peralta,CM,18,60,67,55,67,64,63,58
Marco Perchtold,CDM,35,60,50,63,61,55,67,57
Mateo Pérez,CB,23,60,55,60,54,52,69,51
Jakob V. Persson,RB,23,60,55,61,59,52,81,55
Thiago Perugini,ST,19,60,73,57,60,72,56,50
Diogo Monteiro,CB,19,60,57,58,65,59,64,45
Tailson,RW,25,60,72,59,60,70,42,49
James Plant,LB,20,60,72,59,58,71,41,58
Simon Power,RM,26,60,87,54,52,86,44,55
August Priske,ST,20,60,72,66,58,69,71,53
Ralph Priso,CDM,22,60,62,55,66,65,69,47
Eduard Probst,ST,23,60,79,58,51,81,72,55
Jeffry Puriël,LM,21,60,68,51,59,65,68,47
Kevin Pytlik,CB,26,60,62,53,53,61,70,59
Fabricio Quaglio,LB,21,60,81,59,57,78,57,64
Joe Quigley,ST,27,60,62,61,52,55,81,58
Asish Rai,RM,25,60,73,81,55,71,58,54
Pedro David Ramírez,RB,24,60,64,68,58,66,60,58
Hugo Redón,CM,21,60,59,54,69,64,48,61
Josh Reid,LB,22,60,68,68,53,69,62,54
Charlie Reilly,LM,22,60,77,48,54,84,57,52
Jay Rich-Baghuelou,CB,24,60,47,54,54,53,91,55
Lewis Richards,LB,22,60,72,58,56,71,72,58
Lewis Richardson,ST,21,60,63,61,53,69,56,54
Axl Ríos,CDM,25,60,61,65,62,56,62,55
Sascha Risch,LM,24,60,66,64,62,74,49,48
Armando Rivas,ST,21,60,73,66,42,75,44,55
Paulo Riveros,CAM,18,60,63,62,61,57,58,50
Andrea Rizzo Pinna,CM,24,60,65,55,63,64,53,59
Finlay Robertson,CM,21,60,70,45,66,67,42,63
Roh Kyung Ho,ST,24,60,71,69,58,62,46,68
Jack Roles,CM,25,60,67,40,64,68,47,59
Iván Román,CB,18,60,65,80,64,65,79,55
Gastón Romano,CM,26,60,68,63,67,64,56,55
Sergi Rosanas,RB,23,60,82,49,59,79,44,53
Lachlan Rose,ST,25,60,80,75,54,83,63,61
Liam Rose,CDM,27,60,71,72,60,71,64,59
Oliver Ross,CAM,19,60,70,58,60,67,66,57
Håkon Røsten,CB,19,60,58,52,54,53,73,58
Filip Rózga,RW,18,60,80,52,56,81,53,42
Matías Ruiz Díaz,RB,28,60,59,68,55,67,60,56
Tivonge Rushesha,CDM,22,60,76,60,63,78,46,55
Franco Saavedra,LB,21,60,65,44,65,62,45,63
Juan Salcedo,CM,21,60,64,63,66,59,60,57
Adam Saldaña,CDM,22,60,54,61,62,55,67,56
Salvador Sánchez,CB,29,60,58,70,37,65,71,64
Kevin Sánchez,ST,19,60,58,58,47,62,54,61
Tom Sanne,ST,20,60,68,55,54,70,58,50
Jean Franco Sarmiento,ST,27,60,70,52,56,73,58,55
Mathias Dahl Sauer,CM,20,60,71,45,61,72,58,60
Mathieu Scalet,CDM,27,60,63,86,64,63,63,57
Julius Schell,CB,24,60,54,62,58,55,67,58
Tjark Scheller,CB,22,60,60,62,58,62,71,45
Maximilian Schmid,ST,21,60,63,54,54,66,56,54
Jakob Schöller,CB,18,60,70,58,61,68,70,56
Thorsten Schriebl,CM,25,60,68,66,61,60,49,61
Dante Sealy,LM,21,60,77,52,48,84,42,56
Djiby Seck,LM,20,60,73,57,57,70,58,41
Simon Seidl,CM,22,60,67,39,70,64,53,56
Ismaël Séoné,ST,19,60,67,56,48,71,67,57
Liam Shephard,RB,29,60,70,54,58,73,59,53
Jack Shepherd,CB,23,60,62,59,52,54,73,55
Shi Liang,CDM,35,60,52,72,59,58,62,58
Shin Chang Moo,LM,31,60,64,73,58,64,52,58
Kevin Silva,CB,21,60,57,65,37,53,80,48
Toby Sims,RB,26,60,73,65,53,78,74,55
Håkon Sjåtil,RB,21,60,57,72,57,55,55,59
Herman Sjögrell,RW,23,60,76,58,54,75,55,52
Jordan Slew,LM,32,60,69,59,55,67,75,61
Tyger Smalls,RW,22,60,70,60,62,65,43,48
Scott Smith,CM,23,60,61,65,65,62,62,60
Matty Smith,ST,27,60,71,68,57,74,63,56
Oisin Smyth,CAM,24,60,67,56,63,63,64,60
Birnir Snær Ingason,LM,27,60,69,56,55,68,66,59
Yann Songo'o,CDM,32,60,50,77,56,52,81,59
Marin Soticek,RW,19,60,75,40,41,75,56,50
Ibrahima Sow,ST,17,60,75,60,59,73,70,50
Omar Sowunmi,CB,28,60,62,67,44,43,91,51
Finn Stam,CB,21,60,59,60,59,59,70,58
Aleksandar Stanković,CDM,19,60,64,48,61,66,60,62
Dominik Steczyk,ST,25,60,71,74,59,74,68,59
Harry Steele,CM,21,60,64,66,67,67,56,63
Michael Stickland,CB,20,60,76,54,48,65,66,53
Nikola Stojiljković,ST,32,60,48,55,61,43,71,52
Chris Stokes,CB,33,60,49,49,55,34,75,56
Josh Stones,ST,20,60,69,63,50,72,72,54
Sun Guowen,LB,30,60,75,85,58,77,69,54
Dominik Szala,RB,18,60,68,54,54,66,67,59
Joel Tabiner,CM,20,60,71,71,64,72,58,53
Ilias Takidine,RM,23,60,71,35,58,76,32,47
Ignacio Tapia,CAM,20,60,52,37,69,62,64,53
Dragoș Tescan,RM,24,60,73,55,59,72,53,58
Tian Yinong,CDM,33,60,69,82,58,66,73,57
Nicolás Tolosa,LB,23,60,61,63,51,68,55,55
Félix Tomi,RM,24,60,66,61,64,70,50,52
Fabio Torsiello,ST,19,60,68,51,53,61,49,56
Alex Tóth,RB,18,60,69,56,58,65,57,55
Richie Towell,CM,33,60,52,34,64,52,67,62
Garrison Tubbs,CB,22,60,53,56,35,55,73,40
David Tutonda,LB,28,60,81,68,52,79,70,53
Cem Üstündag,CDM,23,60,66,57,67,71,32,58
Luis Abelardo Vargas,LB,24,60,73,60,54,72,44,60
Vicente Vega,CB,20,60,55,63,52,58,73,55
Emiliano Vidart,CDM,22,60,60,64,56,64,59,48
Dominic Vincze,LB,20,60,76,59,60,74,73,56
Laurențiu Vlăsceanu,LB,19,60,72,63,59,75,52,58
Oscar Wallin,CB,23,60,68,63,60,66,71,59
Wang Yi,RB,26,60,75,66,49,75,46,51
Wang Peng,CB,31,60,62,80,57,62,73,53
Daouda Weidmann,CM,21,60,74,59,66,73,49,54
Evan Weir,LB,22,60,67,65,55,68,55,52
Melker Widell,CM,22,60,72,75,63,66,54,60
Aaron Wildig,CM,32,60,51,73,62,59,62,59
Dalton Wilkins,LB,25,60,69,70,53,72,60,53
Dylan Williams,CB,21,60,65,65,63,65,52,55
Daniel Wilmering,LB,23,60,75,67,55,69,61,57
Filip Wójcik,RB,27,60,75,65,58,81,55,49
Patrick Wood,ST,21,60,78,61,59,76,70,56
Arkadiusz Woźniak,CM,34,60,65,62,62,61,65,63
Xie Weijun,ST,26,60,73,70,52,77,74,60
Darren Yapi,ST,19,60,78,51,53,68,67,55
Yeo Bong Hun,RB,30,60,66,78,63,67,62,60
Johnly Yfeko,CB,21,60,73,46,61,67,68,51
Berkay Yilmaz,LB,19,60,74,52,63,68,48,53
Yin Hongbo,RM,34,60,62,66,61,60,57,56
Saud Zaidan,CM,24,60,69,70,64,70,61,54
Viktor Zentrich,CB,21,60,66,74,59,73,75,49
Zhang Wei,LB,31,60,69,73,55,71,59,54
Zhang Xiuwei,CM,28,60,80,81,60,81,40,69
Zhang Chengdong,CB,35,60,34,59,59,59,78,58
Zheng Long,RM,36,60,68,55,62,64,62,56
Luck Zogbé,RB,19,60,60,58,57,72,57,55
Joackim Åberg,CDM,26,59,54,64,63,52,71,54
Kenneth Aboh,ST,19,59,73,63,41,76,67,54
Mihai Adăscăliței,RB,29,59,57,62,62,58,72,58
Lalo Aguilar,CB,22,59,53,61,42,55,69,50
James Akintunde,ST,28,59,70,71,52,71,71,49
Raid Al Ghamdi,ST,30,59,74,61,64,75,64,52
Abdulhadi Al Harajin,LM,29,59,70,56,56,71,38,53
Nawaf Al Harthi,CM,25,59,67,73,61,73,52,59
Hamed Al Maqati,LB,31,59,69,59,61,68,49,62
Abdullah Al Meqran,ST,27,59,68,64,60,67,65,57
Muteb Al Mufarrij,CB,28,59,58,30,59,64,70,46
Awadh Al Nashri,CDM,22,59,53,66,57,49,65,53
Hamdan Al Ruwaili,RB,29,59,79,70,54,75,64,49
Mohammed Al Shanqeeti,LB,25,59,65,62,52,68,55,56
Fawaz Al Tryes,LM,27,59,73,51,54,77,37,50
Fredderick Alfonso,CM,28,59,68,56,68,61,50,55
Anwar Ali,CB,24,59,67,71,52,66,78,46
Kaden Amaniampong,CB,20,59,69,59,62,70,55,62
Chovanie Amatkarijo,LW,25,59,78,37,52,86,36,46
Lee Angol,ST,30,59,76,55,55,73,72,55
Jakub Antczak,LW,20,59,75,59,56,75,34,52
Marcial Aquino,CB,37,59,63,64,44,58,76,47
Nicolás Arévalo,CM,21,59,68,62,66,67,45,63
Jeremy,ST,19,59,70,50,50,77,55,56
Haitham Asiri,LM,23,59,81,63,52,78,59,51
Asqer Afrden,LW,20,59,85,81,45,88,63,61
Zachary Athekame,RB,19,59,66,64,53,68,48,59
Edvin Austbø,LW,19,59,70,65,53,77,34,50
Josh Austerfield,CM,22,59,67,72,63,68,48,58
Sam Austin,CM,27,59,75,70,61,73,61,58
Alexandre Azevedo,LB,19,59,84,58,59,85,44,52
Barry Baggley,CM,22,59,65,75,60,66,49,56
Ahmed Bahusayn,CM,23,59,61,63,66,68,56,59
Nicolas Bajlicz,CM,20,59,68,42,64,68,47,54
Labinot Bajrami,ST,19,59,68,52,47,66,57,59
Reed Baker-Whiting,RB,19,59,70,59,58,69,63,52
James Ball,CM,28,59,54,71,59,52,82,58
Kofi Balmer,CB,23,59,63,64,51,65,65,56
Ibrahima Sory Bangoura,CDM,20,59,68,55,62,59,70,58
Sam Barnes,CB,23,59,62,53,59,55,63,51
Jay Barnett,CDM,23,59,58,68,63,64,48,58
Tom Barth,RB,19,59,68,66,59,69,61,53
William Benard,CM,21,59,65,65,64,65,57,48
Roméo Beney,ST,19,59,57,56,49,58,67,60
Theo Bergvall,RB,19,59,84,68,57,79,59,48
Huseyin Biler,RB,22,59,81,70,53,83,58,51
Mathéo Bodmer,CDM,20,59,55,61,66,54,55,55
Morgan Bokele,LM,20,59,68,50,60,72,44,41
Diabé Bolumbu,LB,20,59,63,59,53,68,67,55
Sam Bone,CB,26,59,47,66,56,46,75,50
Alex Bonetig,CB,22,59,64,68,59,53,71,52
Amin Boudri,LW,19,59,68,56,56,62,56,55
Ciaran Brennan,CB,24,59,63,64,54,63,72,58
Alexander Briedl,CDM,22,59,57,49,64,57,60,54
George Broadbent,CM,23,59,66,68,61,66,60,57
Maxim Burghardt,RB,19,59,65,55,60,70,57,54
Nathan Butler-Oyedeji,ST,21,59,74,48,55,75,54,53
Jili Buyabu,LB,21,59,68,62,42,69,61,54
Victor Cabañas,RB,21,59,75,68,55,78,51,51
Welat Cagro,CM,25,59,62,58,68,62,66,56
Tudor Călin,CDM,23,59,58,61,58,54,75,57
Alexandro Calut,LB,21,59,66,59,59,72,52,50
Ramón Cansinos,ST,21,59,73,58,46,72,45,55
Cao Kang,CDM,31,59,65,68,65,61,72,46
Aldaír Ferreira,CAM,26,59,65,48,62,65,46,52
Anes Cardaklija,CB,19,59,55,63,52,57,75,56
Gonçalo Almeida,RB,21,59,72,54,42,75,43,56
Conor Carty,ST,22,59,67,51,53,69,62,56
Julián Ceballos,LM,20,59,71,57,61,73,35,50
Miguel Chaiwa,CDM,20,59,72,71,58,76,70,61
Daniel Chesters,RW,22,59,70,66,59,72,52,53
Adam Chicksen,LB,32,59,68,71,52,70,61,54
Cho Sung Gwon,CB,23,59,56,64,41,66,76,50
Choi Woo Jin,LM,20,59,69,66,52,62,56,62
Mirza Cihan,LM,23,59,69,44,58,64,40,46
Jayden Clarke,CAM,23,59,74,68,58,76,55,54
Junior Colina,CAM,17,59,68,46,52,65,50,64
Ciarán Coll,LB,33,59,71,55,59,69,64,54
Toby Collyer,CDM,20,59,64,63,60,67,54,60
Guilder Cuellar,LW,25,59,67,46,54,68,43,52
Marcos Cuenca,ST,21,59,68,62,57,74,64,52
Sam Dalby,ST,24,59,69,67,51,66,74,58
Jacob Davenport,CDM,25,59,64,33,62,63,61,56
Alfonso De Luca,RW,18,59,73,60,49,73,39,41
Kas de Wit,CAM,21,59,69,52,62,69,45,55
Lukas Demming,CM,24,59,68,69,59,66,54,63
Oliver Denham,CB,22,59,55,65,50,54,71,55
Louis Dennis,RM,31,59,73,60,56,71,65,57
Matthew Dennis,ST,22,59,87,59,48,83,73,54
Samuele Di Benedetto,CDM,19,59,68,54,64,69,50,58
Elsinho,CB,33,59,56,45,64,58,63,62
Tyler Dibling,RW,18,59,76,61,51,79,47,54
Benno Dietze,CB,21,59,64,62,52,67,69,54
Jonas Dirkner,CDM,22,59,52,56,59,55,53,55
Alan Do Marcolino,ST,22,59,59,59,45,60,45,47
Arnaud Dony,LB,20,59,71,50,58,74,57,52
Paul Doyle,CDM,26,59,43,68,61,52,67,53
Patryk Dragon,CDM,28,59,58,55,64,59,81,50
Ognjen Drakulić,ST,18,59,53,63,55,68,65,54
Erik Dueñas,CM,19,59,72,52,67,72,30,58
Stephen Duke-McKenna,CAM,24,59,76,53,63,84,32,57
Cameron Dummigan,RB,28,59,57,56,59,51,62,57
Sefer Emini,CM,24,59,67,58,65,68,54,60
Noah Engelbreth,CDM,19,59,54,49,60,55,62,59
Aday Ercan,CDM,24,59,54,60,61,67,73,56
Marco Essimi,LM,25,59,74,52,55,77,54,53
Muhammadu Faal,ST,27,59,73,51,52,65,75,56
Ali Fadal,CM,20,59,63,58,66,56,55,57
Fallou Fall,CB,20,59,52,46,49,44,71,56
Fang Hao,RW,24,59,63,62,59,60,49,56
Sultan Faqihi,RB,29,59,73,64,55,70,61,52
Amin Farouk,CAM,21,59,70,53,58,69,56,57
Feng Boyuan,ST,29,59,51,63,43,56,75,61
Emmanuel Fernandez,CB,22,59,58,64,49,56,71,54
Fabio Ferraro,LM,22,59,69,37,58,67,35,61
Bryan Fiabema,ST,21,59,78,53,52,75,64,53
Kellen Fisher,RB,20,59,65,67,55,72,58,51
Will Fitzgerald,LM,25,59,73,66,54,80,53,52
Sam Folarin,RM,23,59,86,67,47,84,50,48
Sam Foley,CM,37,59,35,60,62,46,75,55
Jahlane Forbes,LB,22,59,68,66,52,68,60,55
Ezequiel Forclaz,CAM,21,59,62,43,62,58,44,61
Harry Forster,LB,24,59,69,67,55,73,52,55
Edward Francis,CM,25,59,64,61,60,62,67,58
Ian Fray,CB,22,59,75,48,53,69,70,48
Robin Frej,CB,26,59,50,57,44,45,75,56
Gan Chao,CM,29,59,80,70,64,77,59,61
Gao Di,ST,34,59,72,65,46,69,71,63
Leonardo García Posadas,CB,19,59,66,56,59,63,67,54
Dario Ndubuisi Gebuhr,CB,21,59,57,55,43,59,70,58
Jordan Gele,ST,31,59,59,65,50,57,75,52
Thomas Geris,ST,21,59,60,59,59,61,49,61
Juan Giménez,CB,18,59,58,62,61,56,58,48
James Golding,CB,20,59,66,48,55,60,68,55
Maiken González,LM,18,59,72,43,48,72,42,50
Jorge Damián González,RM,21,59,70,59,61,70,58,39
Archie Goodwin,ST,19,59,67,53,49,76,59,58
John-Kymani Gordon,ST,21,59,76,59,46,76,66,54
Dylan Gorosito,RB,18,59,62,63,35,60,38,54
Villiam Granath,RM,26,59,70,80,62,74,70,58
Danny Grant,LM,24,59,78,67,53,76,48,52
Kamarl Grant,CB,21,59,65,55,49,61,75,55
Narek Grigoryan,RW,24,59,66,70,61,71,58,50
Tommaso Guercio,CB,19,59,61,54,53,59,57,58
Luca Günther,RB,22,59,57,56,56,66,56,56
Ha Seung Un,LW,26,59,78,69,45,73,63,58
Mika Haas,LB,19,59,79,58,54,78,51,55
Rayan Hamed,CB,22,59,61,56,56,64,69,57
Sabil Hansen,CB,18,59,56,56,26,63,67,51
Abdullah Hawsawi,RB,28,59,68,69,53,66,72,58
Luke Hendrie,RB,30,59,68,65,52,65,71,55
Jack Henry-Francis,CDM,21,59,54,58,62,52,54,59
Jhoan Hernandez,LB,18,59,62,68,53,69,60,54
Lundrim Hetemi,CM,24,59,67,58,63,69,49,58
Albert Hofman,ST,21,59,71,64,58,77,63,59
Hallam Hope,ST,30,59,72,66,55,71,61,57
Mikkel Hope,RB,18,59,59,61,57,61,50,57
Tom Hopper,ST,30,59,57,57,53,53,79,60
Branden Horton,LB,24,59,75,69,51,76,57,55
Huang Jiahui,CDM,23,59,71,71,56,67,61,54
Huang Ruifeng,CM,24,59,76,70,62,75,56,60
Mackenzie Hunt,LB,22,59,65,64,60,67,54,58
Mikkel Hyllegaard,ST,25,59,89,57,47,92,53,50
Harun Ibrahim,CM,21,59,78,61,60,77,61,56
Frederik Ihler,ST,21,59,79,62,56,78,66,46
Ethan Ingram,RB,21,59,74,63,52,77,58,48
Tom Iorpenda,CM,19,59,72,65,63,67,74,60
Louis Jackson,CB,18,59,63,56,54,67,70,55
Douglas James-Taylor,ST,22,59,87,67,52,77,68,55
Kyle Jameson,CB,26,59,53,63,42,53,73,55
Luka Janeš,CDM,20,59,61,60,56,56,63,55
Justin Janitzek,CB,20,59,43,40,47,49,61,52
Camil Jebara,LW,21,59,74,70,55,72,56,40
Mylian Jimenez,CDM,21,59,64,66,61,66,52,59
Simon Johansson,RW,31,59,60,51,58,70,70,51
Carl Johansson,LM,26,59,69,71,57,71,38,53
Mike Jones,CDM,37,59,51,52,60,44,68,58
Isak Jönsson,CB,25,59,56,65,45,61,79,60
Luka Jovanović,ST,19,59,70,62,54,82,69,57
Alex Juárez,LM,19,59,64,52,60,65,47,53
Frank Junior Adjei,CM,20,59,69,55,62,68,60,58
Stipe Jurić,ST,25,59,54,60,52,58,71,59
Marvin Kaleta,RB,20,59,69,61,55,65,64,58
Mateo Karamatić,CB,22,59,61,65,42,55,71,57
Sean Kavanagh,LB,30,59,55,51,62,55,62,60
Conor Keeley,CB,26,59,35,63,46,35,81,51
Kipp Keller,CB,24,59,54,61,42,58,74,50
Michael Kempter,LB,29,59,65,56,58,67,60,61
Patryk Kieliś,RB,24,59,65,59,54,65,60,55
Jakob Kiilerich,CB,24,59,63,61,56,52,66,56
Kim Yeon Soo,CB,30,59,47,63,35,55,73,54
Kim Gyeong Jae,CB,31,59,77,69,53,72,73,57
Kim Jun Bum,CM,26,59,67,67,60,73,63,61
Makenzie Kirk,ST,20,59,74,61,49,71,63,57
Paddy Kirk,LB,26,59,53,72,53,58,56,57
Mike Kleijn,CM,19,59,67,57,67,70,40,58
Tim Kloss,CDM,20,59,66,65,62,68,64,52
Tim Köhler,CB,19,59,54,55,34,55,70,56
Rudy Kohon,CB,20,59,54,62,54,60,68,54
Williams Kokolo,LB,24,59,70,71,55,74,68,54
Corsin Konietzke,CDM,18,59,65,65,65,62,65,56
Miika Koskela,CB,21,59,70,46,45,66,73,56
Louis Köster,LW,21,59,68,63,60,68,74,59
Damjan Kovacevic,RB,20,59,80,49,58,78,46,55
Dion Krasniqi,ST,21,59,75,54,52,75,73,59
Michał Król,RB,24,59,74,76,48,73,65,55
Léandre Kuavita,CM,20,59,62,61,62,62,71,56
Jaiden Kucharski,ST,22,59,71,65,58,83,55,57
Julian Kudala,RM,22,59,76,50,55,78,55,54
Ashique Kuruniyan,LM,27,59,88,61,55,85,64,55
Max Larsson,LB,21,59,67,75,50,71,56,59
Lukas Laupheimer,CDM,21,59,62,64,57,67,62,58
Lee Jun Gyu,CM,21,59,63,68,63,62,42,62
Loïck Lespinasse,ST,24,59,72,55,56,77,70,57
Li Shenyuan,RB,26,59,73,62,46,76,55,61
Calixte Paul Ligue,ST,19,59,74,63,54,70,68,55
Lin Chuangyi,CM,31,59,63,65,62,69,64,56
Liu Zhurun,LM,22,59,73,62,52,77,58,60
Tommy Lonergan,ST,20,59,65,60,52,67,62,57
Josna Loulendo,ST,20,59,69,53,45,69,53,64
Jason Lowe,CB,33,59,47,76,60,53,75,56
Jeremías Lucco,CAM,18,59,69,48,67,62,47,54
Kacper Lukasiak,CAM,20,59,68,60,60,66,55,56
Marcos Machuca,RM,19,59,69,60,59,71,51,51
Montader Madjed,RW,19,59,75,33,52,76,53,45
Herman Magnusson,CB,26,59,57,76,54,57,68,50
Jabez Makanda,CAM,23,59,66,52,56,65,65,56
Elison Makolli,CB,19,59,76,77,55,69,72,57
Dustin Maldonado,LM,34,59,61,60,58,64,49,49
Arjan Malić,CB,19,59,58,66,54,59,62,62
Stephen Mallon,LM,25,59,64,55,56,65,50,56
Mikael Marqués,CB,23,59,59,63,44,58,78,55
Louie Marsh,ST,20,59,65,42,54,69,41,59
John Martin,ST,25,59,65,74,56,56,64,51
Dan Martin,CDM,22,59,66,67,59,69,62,56
Marco Ribeiro,CM,19,59,58,38,66,61,42,63
Ilija Maslarov,CDM,17,59,56,48,58,58,56,60
Sam Mather,LM,20,59,69,48,59,70,48,52
Evans Maurin,ST,23,59,69,60,60,69,58,50
Callum Maycock,CM,26,59,68,71,61,65,69,57
Jay McGrath,CB,21,59,63,69,53,64,63,52
Archie Meekison,CM,22,59,69,53,62,70,57,56
Tony Menzel,RW,19,59,72,54,59,69,59,48
Jevon Mills,CB,20,59,51,57,39,51,72,54
Harrison Minturn,CB,20,59,65,60,47,54,76,61
Samuel Mischitz,RB,21,59,65,61,57,71,34,57
Robert Mišković,CM,24,59,69,60,65,68,75,56
Zach Mitchell,CB,19,59,67,64,58,66,73,56
Omar Mohamedhoesein,CM,20,59,78,54,64,72,42,58
Shakur Mohammed,LM,21,59,76,49,54,77,57,47
Tomasz Mokwa,LB,31,59,54,66,56,50,71,61
Piero Mollica,RB,19,59,64,59,44,65,54,49
Sean Moore,LM,19,59,71,45,56,70,37,44
Niall Morahan,CM,24,59,54,81,62,63,56,53
Mauricio Morales,CM,24,59,67,71,65,68,56,59
Efraín Morales,CB,20,59,60,63,55,55,68,44
Shayden Morris,RM,22,59,81,50,52,81,38,53
Jamie Mullins,CAM,19,59,63,56,56,78,32,55
Daniel Munie,LB,24,59,66,59,39,66,70,40
Reno Münz,CB,18,59,54,54,34,60,65,55
Dane Murray,CB,21,59,65,36,61,64,60,53
Eric N'Jo,CB,20,59,54,55,48,59,65,55
Noah Nadje,ST,20,59,56,37,53,51,58,56
Amara Nallo,CB,17,59,65,56,60,60,63,51
Halicharan Narzary,LM,30,59,78,71,50,72,69,45
Christopher Negele,CAM,19,59,67,64,58,67,46,53
Yianni Nicolaou,RB,24,59,75,73,50,71,68,56
Luc Nieuwenhuijs,LM,17,59,65,43,54,74,60,52
Alex Nolan,RM,21,59,73,67,57,74,49,55
James Norris,LB,21,59,68,59,57,69,52,51
Troy Engseth Nyhammer,ST,18,59,59,57,53,61,59,59
Ryan O'Kane,LM,21,59,70,61,53,75,34,47
Karl O'Sullivan,RM,24,59,79,57,52,84,45,56
John-Joe O'Toole,CB,35,59,39,47,52,33,76,55
Zech Obiero,CM,19,59,72,65,61,75,51,58
Idris Odutayo,LB,21,59,74,68,48,72,69,54
Oh Jae Suk,RB,34,59,57,58,57,58,64,54
Darren Oldaker,CDM,25,59,70,71,61,69,62,57
Christopher Olivier,CM,18,59,73,68,62,69,67,56
Marius Olsen,CB,23,59,55,63,55,52,65,58
Tani Oluwaseyi,ST,24,59,80,61,49,72,60,50
Chilohem Onuoha,CAM,19,59,69,54,62,65,60,59
Tyler Onyango,CM,21,59,50,71,64,52,80,58
Enock Otoo,CAM,20,59,80,55,58,76,51,56
Gabriel Oualengbe,CM,20,59,59,60,63,52,68,56
Daniel Oyegoke,CB,21,59,80,57,55,72,65,54
Daniel Padilla,CM,19,59,66,57,69,68,45,60
Gerardo Padrón,CM,21,59,72,55,64,62,28,52
Paik Sang Hoon,CM,22,59,64,55,61,58,45,67
Krystian Palacz,LB,21,59,75,62,44,82,55,58
Pan Ximing,CB,31,59,66,63,55,54,65,50
Jack Panayotou,CM,20,59,62,53,63,60,59,55
Isaiah Parker,LM,22,59,81,51,52,81,55,45
Connor Parsons,LM,23,59,83,53,63,82,40,46
Patryk Paryzek,ST,18,59,54,32,59,51,49,56
Josh Passley,RB,29,59,74,74,55,74,67,55
Julian Pauli,CB,19,59,67,56,58,66,72,49
Lewis Payne,RB,20,59,62,56,57,67,58,56
Everson Junior,CAM,20,59,77,50,59,72,59,55
Gonzalo Petit,ST,17,59,55,54,45,53,67,54
Cameron Peupion,RM,21,59,59,47,62,68,49,55
Denis Pfaffenrot,CAM,19,59,70,63,62,68,55,54
Dominik Piła,RB,23,59,73,65,61,73,61,49
Oscar Priestman,CM,21,59,69,73,64,71,62,53
Philip Quinton,CB,24,59,53,69,52,49,76,47
Kacper Radkowski,CB,23,59,53,60,56,54,72,56
Johan Rapp,CB,23,59,59,63,55,63,66,56
Jadan Raymond,CAM,20,59,66,48,60,69,49,54
Jing Reec,ST,21,59,80,54,47,84,64,52
Gonzalo Requena,CB,21,59,55,64,33,55,78,44
Bailey Rice,CDM,17,59,56,51,67,48,52,59
Jack Robinson,CDM,23,59,64,65,59,68,64,58
Zach Robinson,ST,22,59,71,58,48,70,62,57
Braudilio Rodrigues,LW,24,59,73,58,43,72,39,51
Carlitos Rodriguez,RB,19,59,78,69,53,77,33,54
Paulo Rodríguez,CAM,21,59,65,52,60,66,49,60
Andrei Rus,RB,23,59,74,74,51,71,58,59
Markus Rusek,CDM,30,59,57,59,61,52,70,51
Nathanaël Saintini,CB,24,59,64,68,60,52,78,60
Sanel Saljic,CAM,18,59,68,37,49,74,55,50
Harvey Saunders,ST,27,59,86,69,53,91,54,59
Calum Scanlon,LB,19,59,70,54,57,77,56,54
